,kontratTuru,kontratAdi,clearingQuantityAsk,clearingQuantityBid
25438,Saatlik,PH20082600,224.5,224.5
25440,Blok,PB20082601-01,145.6,145.6
25441,Saatlik,PH20082601,223.7,223.7
25443,Blok,PB20082602-01,191.6,191.6
25444,Saatlik,PH20082602,197.9,197.9
25446,Blok,PB20082603-01,185.2,185.2
25447,Saatlik,PH20082603,153.2,153.2
25449,Blok,PB20082604-01,220.9,220.9
25450,Blok,PB20082604-07,0.7,0.7
25451,Saatlik,PH20082604,108.7,108.7
25454,Blok,PB20082605-01,275.4,275.4
25455,Saatlik,PH20082605,103.0,103.0
25458,Blok,PB20082606-01,341.9,341.9
25459,Saatlik,PH20082606,103.5,103.5
25462,Blok,PB20082607-01,422.7,422.7
25463,Saatlik,PH20082607,114.2,114.2
25466,Blok,PB20082608-01,495.2,495.2
25467,Saatlik,PH20082608,108.1,108.1
25470,Blok,PB20082609-01,447.8,447.8
25471,Blok,PB20082609-02,16.0,16.0
25472,Saatlik,PH20082609,184.9,184.9
25476,Blok,PB20082610-01,369.9,369.9
25477,Saatlik,PH20082610,461.3,461.3
25479,Blok,PB20082611-01,279.1,279.1
25480,Saatlik,PH20082611,418.9,418.9
25482,Blok,PB20082612-01,166.1,166.1
25483,Saatlik,PH20082612,534.4,534.4
25485,Blok,PB20082613-01,137.0,137.0
25486,Saatlik,PH20082613,729.9,729.9
25488,Blok,PB20082614-01,180.7,180.7
25489,Saatlik,PH20082614,934.4,934.4
25491,Blok,PB20082615-01,224.0,224.0
25492,Saatlik,PH20082615,990.9,990.9
25494,Blok,PB20082616-01,189.6,189.6
25495,Blok,PB20082616-04,0.7,0.7
25496,Saatlik,PH20082616,1081.0,1081.0
25499,Blok,PB20082617-01,246.5,246.5
25500,Saatlik,PH20082617,934.6,934.6
25503,Blok,PB20082618-01,243.3,243.3
25504,Blok,PB20082618-03,19.0,19.0
25505,Blok,PB20082618-06,32.0,32.0
25506,Saatlik,PH20082618,817.0,817.0
25511,Blok,PB20082619-01,283.7,283.7
25512,Blok,PB20082619-02,10.0,10.0
25513,Saatlik,PH20082619,744.0,744.0
25518,Blok,PB20082620-01,324.6,324.6
25519,Saatlik,PH20082620,913.9,913.9
25522,Blok,PB20082621-01,299.5,299.5
25523,Blok,PB20082621-02,6.0,6.0
25524,Saatlik,PH20082621,494.8,494.8
25528,Blok,PB20082622-01,302.2,302.2
25529,Saatlik,PH20082622,392.8,392.8
25532,Blok,PB20082623-01,330.8,330.8
25533,Saatlik,PH20082623,419.3,419.3
25534,Blok,PB20082700-01,176.0,176.0
25535,Blok,PB20082700-24,0.1,0.1
25536,Saatlik,PH20082700,197.6,197.6
25538,Blok,PB20082701-01,231.1,231.1
25539,Saatlik,PH20082701,157.5,157.5
25541,Blok,PB20082702-01,251.6,251.6
25542,Saatlik,PH20082702,185.9,185.9
25544,Blok,PB20082703-01,278.8,278.8
25545,Blok,PB20082703-09,0.7,0.7
25546,Saatlik,PH20082703,124.4,124.4
25549,Blok,PB20082704-01,227.2,227.2
25550,Saatlik,PH20082704,91.4,91.4
25553,Blok,PB20082705-01,231.8,231.8
25554,Saatlik,PH20082705,104.9,104.9
25557,Blok,PB20082706-01,260.3,260.3
25558,Saatlik,PH20082706,48.2,48.2
25561,Blok,PB20082707-01,292.3,292.3
25562,Saatlik,PH20082707,137.9,137.9
25565,Blok,PB20082708-01,289.6,289.6
25566,Saatlik,PH20082708,181.9,181.9
25569,Blok,PB20082709-01,318.8,318.8
25570,Blok,PB20082709-02,10.0,10.0
25571,Saatlik,PH20082709,314.2,314.2
25575,Blok,PB20082710-01,359.4,359.4
25576,Blok,PB20082710-02,4.0,4.0
25577,Saatlik,PH20082710,366.4,366.4
25581,Blok,PB20082711-01,333.4,333.4
25582,Saatlik,PH20082711,584.0,584.0
25584,Blok,PB20082712-01,264.1,264.1
25585,Blok,PB20082712-05,5.0,5.0
25586,Saatlik,PH20082712,672.3,672.3
25589,Blok,PB20082713-01,268.0,268.0
25590,Blok,PB20082713-08,2.0,2.0
25591,Saatlik,PH20082713,605.3,605.3
25595,Blok,PB20082714-01,253.8,253.8
25596,Saatlik,PH20082714,675.1,675.1
25600,Blok,PB20082715-01,232.8,232.8
25601,Saatlik,PH20082715,649.4,649.4
25605,Blok,PB20082716-01,231.1,231.1
25606,Blok,PB20082716-06,0.7,0.7
25607,Blok,PB20082716-08,20.0,20.0
25608,Saatlik,PH20082716,576.4,576.4
25613,Blok,PB20082717-01,196.4,196.4
25614,Saatlik,PH20082717,639.6,639.6
25619,Blok,PB20082718-01,179.3,179.3
25620,Blok,PB20082718-03,4.0,4.0
25621,Saatlik,PH20082718,673.3,673.3
25627,Blok,PB20082719-01,206.8,206.8
25628,Blok,PB20082719-02,2.0,2.0
25629,Saatlik,PH20082719,607.7,607.7
25636,Blok,PB20082720-01,218.0,218.0
25637,Saatlik,PH20082720,477.6,477.6
25641,Blok,PB20082721-01,288.4,288.4
25642,Blok,PB20082721-03,7.0,7.0
25643,Saatlik,PH20082721,672.8,672.8
25647,Blok,PB20082722-01,347.1,347.1
25648,Saatlik,PH20082722,570.7,570.7
25652,Blok,PB20082723-01,286.1,286.1
25653,Saatlik,PH20082723,553.0,553.0
25654,Blok,PB20082800-01,288.9,288.9
25655,Blok,PB20082800-24,0.1,0.1
25656,Saatlik,PH20082800,145.6,145.6
25658,Blok,PB20082801-01,264.5,264.5
25659,Saatlik,PH20082801,150.1,150.1
25661,Blok,PB20082802-01,238.8,238.8
25662,Saatlik,PH20082802,77.4,77.4
25664,Blok,PB20082803-01,208.3,208.3
25665,Saatlik,PH20082803,114.7,114.7
25667,Blok,PB20082804-01,271.6,271.6
25668,Saatlik,PH20082804,148.3,148.3
25670,Blok,PB20082805-01,283.7,283.7
25671,Blok,PB20082805-06,0.7,0.7
25672,Saatlik,PH20082805,149.8,149.8
25675,Blok,PB20082806-01,298.1,298.1
25676,Saatlik,PH20082806,190.3,190.3
25679,Blok,PB20082807-01,284.3,284.3
25680,Saatlik,PH20082807,235.8,235.8
25683,Blok,PB20082808-01,286.7,286.7
25684,Saatlik,PH20082808,189.8,189.8
25687,Blok,PB20082809-01,258.9,258.9
25688,Saatlik,PH20082809,120.7,120.7
25691,Blok,PB20082810-01,273.0,273.0
25692,Blok,PB20082810-02,6.5,6.5
25693,Saatlik,PH20082810,551.2,551.2
25696,Blok,PB20082811-01,230.8,230.8
25697,Saatlik,PH20082811,612.4,612.4
25699,Blok,PB20082812-01,222.2,222.2
25700,Blok,PB20082812-03,18.0,18.0
25701,Saatlik,PH20082812,582.6,582.6
25704,Blok,PB20082813-01,187.0,187.0
25705,Saatlik,PH20082813,733.7,733.7
25708,Blok,PB20082814-01,172.5,172.5
25709,Saatlik,PH20082814,1093.6,1093.6
25711,Blok,PB20082815-01,179.6,179.6
25712,Blok,PB20082815-02,1.5,1.5
25713,Saatlik,PH20082815,662.2,662.2
25716,Blok,PB20082816-01,224.4,224.4
25717,Blok,PB20082816-05,0.7,0.7
25718,Saatlik,PH20082816,667.0,667.0
25721,Blok,PB20082817-01,208.2,208.2
25722,Saatlik,PH20082817,903.4,903.4
25725,Blok,PB20082818-01,304.2,304.2
25726,Blok,PB20082818-02,1.5,1.5
25727,Saatlik,PH20082818,657.1,657.1
25731,Blok,PB20082819-01,381.7,381.7
25732,Saatlik,PH20082819,647.3,647.3
25735,Blok,PB20082820-01,401.8,401.8
25736,Blok,PB20082820-02,1.5,1.5
25737,Saatlik,PH20082820,551.1,551.1
25740,Blok,PB20082821-01,486.5,486.5
25741,Saatlik,PH20082821,517.0,517.0
25743,Blok,PB20082822-01,470.6,470.6
25744,Saatlik,PH20082822,539.2,539.2
25746,Blok,PB20082823-01,464.7,464.7
25747,Saatlik,PH20082823,454.8,454.8
25748,Blok,PB20082900-01,253.1,253.1
25749,Blok,PB20082900-24,0.1,0.1
25750,Saatlik,PH20082900,106.1,106.1
25752,Blok,PB20082901-01,242.9,242.9
25753,Saatlik,PH20082901,90.5,90.5
25755,Blok,PB20082902-01,232.7,232.7
25756,Saatlik,PH20082902,119.3,119.3
25758,Blok,PB20082903-01,229.2,229.2
25759,Saatlik,PH20082903,143.7,143.7
25761,Blok,PB20082904-01,206.0,206.0
25762,Saatlik,PH20082904,111.8,111.8
25764,Blok,PB20082905-01,177.0,177.0
25765,Blok,PB20082905-06,0.7,0.7
25766,Saatlik,PH20082905,127.7,127.7
25769,Blok,PB20082906-01,188.2,188.2
25770,Saatlik,PH20082906,111.1,111.1
25773,Blok,PB20082907-01,252.7,252.7
25774,Saatlik,PH20082907,129.5,129.5
25777,Blok,PB20082908-01,236.3,236.3
25778,Saatlik,PH20082908,98.7,98.7
25781,Blok,PB20082909-01,270.8,270.8
25782,Saatlik,PH20082909,131.1,131.1
25785,Blok,PB20082910-01,244.7,244.7
25786,Saatlik,PH20082910,141.5,141.5
25788,Blok,PB20082911-01,137.8,137.8
25789,Blok,PB20082911-02,25.0,25.0
25790,Blok,PB20082911-13,20.0,20.0
25791,Saatlik,PH20082911,340.3,340.3
25795,Blok,PB20082912-01,174.6,174.6
25796,Blok,PB20082912-03,2.0,2.0
25797,Saatlik,PH20082912,434.1,434.1
25801,Blok,PB20082913-01,216.7,216.7
25802,Blok,PB20082913-02,2.5,2.5
25803,Saatlik,PH20082913,437.8,437.8
25808,Blok,PB20082914-01,190.9,190.9
25809,Saatlik,PH20082914,539.7,539.7
25812,Blok,PB20082915-01,194.8,194.8
25813,Blok,PB20082915-02,3.0,3.0
25814,Blok,PB20082915-04,5.0,5.0
25815,Saatlik,PH20082915,580.0,580.0
25820,Blok,PB20082916-01,163.0,163.0
25821,Blok,PB20082916-05,0.7,0.7
25822,Saatlik,PH20082916,665.3,665.3
25827,Blok,PB20082917-01,130.8,130.8
25828,Saatlik,PH20082917,544.9,544.9
25833,Blok,PB20082918-01,134.4,134.4
25834,Blok,PB20082918-03,1.5,1.5
25835,Saatlik,PH20082918,470.8,470.8
25840,Blok,PB20082919-01,153.6,153.6
25841,Blok,PB20082919-02,4.0,4.0
25842,Saatlik,PH20082919,462.1,462.1
25848,Blok,PB20082920-01,188.2,188.2
25849,Saatlik,PH20082920,519.3,519.3
25852,Blok,PB20082921-01,205.5,205.5
25853,Saatlik,PH20082921,534.2,534.2
25856,Blok,PB20082922-01,209.8,209.8
25857,Saatlik,PH20082922,628.2,628.2
25860,Blok,PB20082923-01,215.7,215.7
25861,Saatlik,PH20082923,634.5,634.5
25862,Blok,PB20083000-01,209.5,209.5
25863,Blok,PB20083000-03,0.7,0.7
25864,Blok,PB20083000-24,0.1,0.1
25865,Saatlik,PH20083000,122.0,122.0
25868,Blok,PB20083001-01,207.8,207.8
25869,Saatlik,PH20083001,116.4,116.4
25872,Blok,PB20083002-01,208.8,208.8
25873,Saatlik,PH20083002,88.5,88.5
25875,Blok,PB20083003-01,202.1,202.1
25876,Saatlik,PH20083003,90.0,90.0
25878,Blok,PB20083004-01,209.9,209.9
25879,Saatlik,PH20083004,85.3,85.3
25881,Blok,PB20083005-01,206.2,206.2
25882,Blok,PB20083005-06,0.7,0.7
25883,Saatlik,PH20083005,60.4,60.4
25886,Blok,PB20083006-01,206.4,206.4
25887,Blok,PB20083006-02,9.0,9.0
25888,Saatlik,PH20083006,50.4,50.4
25892,Blok,PB20083007-01,236.6,236.6
25893,Saatlik,PH20083007,44.7,44.7
25896,Blok,PB20083008-01,215.1,215.1
25897,Saatlik,PH20083008,81.7,81.7
25900,Blok,PB20083009-01,181.0,181.0
25901,Saatlik,PH20083009,126.4,126.4
25904,Blok,PB20083010-01,188.5,188.5
25905,Saatlik,PH20083010,190.6,190.6
25907,Blok,PB20083011-01,164.2,164.2
25908,Saatlik,PH20083011,207.1,207.1
25910,Blok,PB20083012-01,117.2,117.2
25911,Saatlik,PH20083012,261.5,261.5
25913,Blok,PB20083013-01,116.8,116.8
25914,Saatlik,PH20083013,307.1,307.1
25916,Blok,PB20083014-01,127.7,127.7
25917,Saatlik,PH20083014,308.5,308.5
25919,Blok,PB20083015-01,95.4,95.4
25920,Blok,PB20083015-04,5.0,5.0
25921,Saatlik,PH20083015,307.9,307.9
25924,Blok,PB20083016-01,105.2,105.2
25925,Blok,PB20083016-05,0.7,0.7
25926,Saatlik,PH20083016,289.4,289.4
25930,Blok,PB20083017-01,195.6,195.6
25931,Saatlik,PH20083017,281.5,281.5
25935,Blok,PB20083018-01,221.7,221.7
25936,Saatlik,PH20083018,267.2,267.2
25939,Blok,PB20083019-01,188.9,188.9
25940,Blok,PB20083019-05,5.0,5.0
25941,Saatlik,PH20083019,401.2,401.2
25945,Blok,PB20083020-01,261.8,261.8
25946,Saatlik,PH20083020,426.1,426.1
25949,Blok,PB20083021-01,299.0,299.0
25950,Blok,PB20083021-03,3.0,3.0
25951,Saatlik,PH20083021,348.3,348.3
25955,Blok,PB20083022-01,333.7,333.7
25956,Saatlik,PH20083022,422.1,422.1
25960,Blok,PB20083023-01,287.4,287.4
25961,Saatlik,PH20083023,378.7,378.7
25962,Blok,PB20083100-01,229.5,229.5
25963,Blok,PB20083100-02,3.0,3.0
25964,Blok,PB20083100-24,0.1,0.1
25965,Saatlik,PH20083100,177.5,177.5
25968,Blok,PB20083101-01,302.2,302.2
25969,Saatlik,PH20083101,183.5,183.5
25971,Blok,PB20083102-01,313.0,313.0
25972,Saatlik,PH20083102,197.2,197.2
25974,Blok,PB20083103-01,272.6,272.6
25975,Saatlik,PH20083103,172.9,172.9
25977,Blok,PB20083104-01,288.8,288.8
25978,Blok,PB20083104-07,0.7,0.7
25979,Blok,PB20083104-08,5.0,5.0
25980,Saatlik,PH20083104,138.9,138.9
25984,Blok,PB20083105-01,293.6,293.6
25985,Blok,PB20083105-02,3.0,3.0
25986,Saatlik,PH20083105,83.6,83.6
25991,Blok,PB20083106-01,226.2,226.2
25992,Saatlik,PH20083106,120.4,120.4
25996,Blok,PB20083107-01,236.1,236.1
25997,Saatlik,PH20083107,87.9,87.9
26001,Blok,PB20083108-01,223.1,223.1
26002,Blok,PB20083108-02,10.0,10.0
26003,Saatlik,PH20083108,30.1,30.1
26008,Blok,PB20083109-01,286.3,286.3
26009,Saatlik,PH20083109,39.9,39.9
26013,Blok,PB20083110-01,354.3,354.3
26014,Saatlik,PH20083110,106.0,106.0
26017,Blok,PB20083111-01,323.4,323.4
26018,Blok,PB20083111-02,9.0,9.0
26019,Saatlik,PH20083111,470.0,470.0
26022,Blok,PB20083112-01,212.8,212.8
26023,Blok,PB20083112-06,5.0,5.0
26024,Saatlik,PH20083112,446.2,446.2
26027,Blok,PB20083113-01,368.7,368.7
26028,Saatlik,PH20083113,848.6,848.6
26031,Blok,PB20083114-01,310.3,310.3
26032,Saatlik,PH20083114,1195.9,1195.9
26035,Blok,PB20083115-01,252.1,252.1
26036,Saatlik,PH20083115,1136.6,1136.6
26039,Blok,PB20083116-01,232.1,232.1
26040,Blok,PB20083116-03,12.0,12.0
26041,Blok,PB20083116-05,0.7,0.7
26042,Saatlik,PH20083116,1091.1,1091.1
26047,Blok,PB20083117-01,281.5,281.5
26048,Blok,PB20083117-04,11.0,11.0
26049,Saatlik,PH20083117,987.4,987.4
26054,Blok,PB20083118-01,219.4,219.4
26055,Blok,PB20083118-03,2.0,2.0
26056,Blok,PB20083118-06,5.0,5.0
26057,Saatlik,PH20083118,759.1,759.1
26063,Blok,PB20083119-01,237.9,237.9
26064,Blok,PB20083119-02,3.0,3.0
26065,Saatlik,PH20083119,751.7,751.7
26072,Blok,PB20083120-01,284.2,284.2
26073,Saatlik,PH20083120,711.8,711.8
26076,Blok,PB20083121-01,254.1,254.1
26077,Blok,PB20083121-02,3.0,3.0
26078,Saatlik,PH20083121,550.1,550.1
26082,Blok,PB20083122-01,273.5,273.5
26083,Saatlik,PH20083122,453.5,453.5
26086,Blok,PB20083123-01,355.5,355.5
26087,Saatlik,PH20083123,580.0,580.0
26088,Blok,PB20090100-01,311.2,311.2
26089,Blok,PB20090100-05,7.0,7.0
26090,Blok,PB20090100-24,0.1,0.1
26091,Saatlik,PH20090100,90.0,90.0
26094,Blok,PB20090101-01,267.2,267.2
26095,Saatlik,PH20090101,111.6,111.6
26098,Blok,PB20090102-01,217.5,217.5
26099,Blok,PB20090102-03,7.0,7.0
26100,Saatlik,PH20090102,60.1,60.1
26104,Blok,PB20090103-01,227.9,227.9
26105,Saatlik,PH20090103,80.4,80.4
26109,Blok,PB20090104-01,192.8,192.8
26110,Blok,PB20090104-07,0.7,0.7
26111,Saatlik,PH20090104,65.9,65.9
26114,Blok,PB20090105-01,247.9,247.9
26115,Blok,PB20090105-03,7.0,7.0
26116,Saatlik,PH20090105,67.3,67.3
26120,Blok,PB20090106-01,183.1,183.1
26121,Saatlik,PH20090106,69.5,69.5
26125,Blok,PB20090107-01,190.0,190.0
26126,Saatlik,PH20090107,68.3,68.3
26129,Blok,PB20090108-01,174.6,174.6
26130,Blok,PB20090108-16,20.0,20.0
26131,Saatlik,PH20090108,83.4,83.4
26135,Blok,PB20090109-01,133.8,133.8
26136,Blok,PB20090109-04,10.0,10.0
26137,Saatlik,PH20090109,92.7,92.7
26142,Blok,PB20090110-01,129.4,129.4
26143,Saatlik,PH20090110,208.8,208.8
26147,Blok,PB20090111-01,138.3,138.3
26148,Saatlik,PH20090111,351.0,351.0
26152,Blok,PB20090112-01,163.4,163.4
26153,Blok,PB20090112-02,20.0,20.0
26154,Blok,PB20090112-05,10.4,10.4
26155,Saatlik,PH20090112,414.8,414.8
26160,Blok,PB20090113-01,229.4,229.4
26161,Blok,PB20090113-02,3.0,3.0
26162,Saatlik,PH20090113,675.9,675.9
26167,Blok,PB20090114-01,209.0,209.0
26168,Blok,PB20090114-03,5.0,5.0
26169,Blok,PB20090114-04,0.2,0.2
26170,Saatlik,PH20090114,823.3,823.3
26176,Blok,PB20090115-01,193.8,193.8
26177,Blok,PB20090115-02,94.0,94.0
26178,Blok,PB20090115-03,11.0,11.0
26179,Saatlik,PH20090115,737.2,737.2
26187,Blok,PB20090116-01,213.7,213.7
26188,Blok,PB20090116-06,0.7,0.7
26189,Saatlik,PH20090116,697.5,697.5
26195,Blok,PB20090117-01,312.1,312.1
26196,Blok,PB20090117-02,4.0,4.0
26197,Saatlik,PH20090117,720.7,720.7
26202,Blok,PB20090118-01,292.7,292.7
26203,Saatlik,PH20090118,659.8,659.8
26207,Blok,PB20090119-01,310.0,310.0
26208,Blok,PB20090119-03,7.9,7.9
26209,Saatlik,PH20090119,721.7,721.7
26214,Blok,PB20090120-01,316.7,316.7
26215,Saatlik,PH20090120,637.5,637.5
26220,Blok,PB20090121-01,359.0,359.0
26221,Saatlik,PH20090121,661.2,661.2
26224,Blok,PB20090122-01,381.7,381.7
26225,Blok,PB20090122-02,5.3,5.3
26226,Saatlik,PH20090122,466.9,466.9
26230,Blok,PB20090123-01,357.7,357.7
26231,Saatlik,PH20090123,424.4,424.4
26232,Blok,PB20090200-01,181.0,181.0
26233,Blok,PB20090200-04,18.7,18.7
26234,Blok,PB20090200-08,42.0,42.0
26235,Blok,PB20090200-24,20.1,20.1
26236,Saatlik,PH20090200,114.3,114.3
26240,Blok,PB20090201-01,150.8,150.8
26241,Saatlik,PH20090201,142.3,142.3
26245,Blok,PB20090202-01,128.7,128.7
26246,Saatlik,PH20090202,136.5,136.5
26250,Blok,PB20090203-01,127.0,127.0
26251,Blok,PB20090203-06,2.0,2.0
26252,Saatlik,PH20090203,105.8,105.8
26256,Blok,PB20090204-01,169.8,169.8
26257,Blok,PB20090204-05,14.8,14.8
26258,Blok,PB20090204-07,0.7,0.7
26259,Saatlik,PH20090204,64.3,64.3
26265,Blok,PB20090205-01,111.6,111.6
26266,Saatlik,PH20090205,128.1,128.1
26272,Blok,PB20090206-01,131.7,131.7
26273,Blok,PB20090206-03,10.0,10.0
26274,Saatlik,PH20090206,119.1,119.1
26281,Blok,PB20090207-01,100.1,100.1
26282,Saatlik,PH20090207,70.1,70.1
26288,Blok,PB20090208-01,150.6,150.6
26289,Blok,PB20090208-16,19.0,19.0
26290,Saatlik,PH20090208,62.5,62.5
26294,Blok,PB20090209-01,119.1,119.1
26295,Blok,PB20090209-02,8.5,8.5
26296,Blok,PB20090209-04,0.7,0.7
26297,Saatlik,PH20090209,320.4,320.4
26303,Blok,PB20090210-01,103.5,103.5
26304,Saatlik,PH20090210,546.4,546.4
26308,Blok,PB20090211-01,281.4,281.4
26309,Blok,PB20090211-02,2.0,2.0
26310,Saatlik,PH20090211,672.2,672.2
26315,Blok,PB20090212-01,161.3,161.3
26316,Saatlik,PH20090212,978.5,978.5
26319,Blok,PB20090213-01,270.5,270.5
26320,Blok,PB20090213-02,2.0,2.0
26321,Saatlik,PH20090213,1025.8,1025.8
26325,Blok,PB20090214-01,177.2,177.2
26326,Blok,PB20090214-04,148.0,148.0
26327,Saatlik,PH20090214,913.8,913.8
26331,Blok,PB20090215-01,202.4,202.4
26332,Blok,PB20090215-03,11.0,11.0
26333,Blok,PB20090215-09,2.0,2.0
26334,Saatlik,PH20090215,905.5,905.5
26340,Blok,PB20090216-01,240.7,240.7
26341,Blok,PB20090216-06,0.7,0.7
26342,Saatlik,PH20090216,1006.3,1006.3
26349,Blok,PB20090217-01,215.0,215.0
26350,Saatlik,PH20090217,1141.5,1141.5
26355,Blok,PB20090218-01,197.5,197.5
26356,Saatlik,PH20090218,1209.4,1209.4
26361,Blok,PB20090219-01,235.9,235.9
26362,Blok,PB20090219-05,10.0,10.0
26363,Saatlik,PH20090219,1100.9,1100.9
26369,Blok,PB20090220-01,232.1,232.1
26370,Saatlik,PH20090220,1049.2,1049.2
26376,Blok,PB20090221-01,249.8,249.8
26377,Saatlik,PH20090221,666.8,666.8
26382,Blok,PB20090222-01,396.5,396.5
26383,Saatlik,PH20090222,723.9,723.9
26388,Blok,PB20090223-01,453.2,453.2
26389,Saatlik,PH20090223,819.5,819.5
26390,Blok,PB20090300-01,164.4,164.4
26391,Blok,PB20090300-09,10.0,10.0
26392,Blok,PB20090300-24,20.1,20.1
26393,Saatlik,PH20090300,292.2,292.2
26396,Blok,PB20090301-01,241.0,241.0
26397,Saatlik,PH20090301,273.6,273.6
26400,Blok,PB20090302-01,219.9,219.9
26401,Saatlik,PH20090302,298.1,298.1
26404,Blok,PB20090303-01,189.6,189.6
26405,Saatlik,PH20090303,313.4,313.4
26408,Blok,PB20090304-01,208.8,208.8
26409,Blok,PB20090304-07,0.7,0.7
26410,Saatlik,PH20090304,166.7,166.7
26414,Blok,PB20090305-01,182.6,182.6
26415,Saatlik,PH20090305,153.9,153.9
26419,Blok,PB20090306-01,203.0,203.0
26420,Saatlik,PH20090306,172.6,172.6
26424,Blok,PB20090307-01,171.2,171.2
26425,Saatlik,PH20090307,290.3,290.3
26429,Blok,PB20090308-01,231.9,231.9
26430,Blok,PB20090308-02,5.0,5.0
26431,Saatlik,PH20090308,201.4,201.4
26435,Blok,PB20090309-01,260.4,260.4
26436,Blok,PB20090309-03,18.5,18.5
26437,Blok,PB20090309-04,10.0,10.0
26438,Saatlik,PH20090309,288.0,288.0
26443,Blok,PB20090310-01,139.1,139.1
26444,Blok,PB20090310-14,155.0,155.0
26445,Saatlik,PH20090310,590.2,590.2
26450,Blok,PB20090311-01,147.6,147.6
26451,Saatlik,PH20090311,1046.9,1046.9
26455,Blok,PB20090312-01,199.0,199.0
26456,Saatlik,PH20090312,1127.0,1127.0
26459,Blok,PB20090313-01,209.4,209.4
26460,Blok,PB20090313-11,2.0,2.0
26461,Saatlik,PH20090313,1224.3,1224.3
26465,Blok,PB20090314-01,227.8,227.8
26466,Blok,PB20090314-04,136.5,136.5
26467,Saatlik,PH20090314,837.7,837.7
26472,Blok,PB20090315-01,238.2,238.2
26473,Saatlik,PH20090315,978.7,978.7
26478,Blok,PB20090316-01,258.9,258.9
26479,Blok,PB20090316-05,2.7,2.7
26480,Saatlik,PH20090316,802.2,802.2
26486,Blok,PB20090317-01,250.3,250.3
26487,Saatlik,PH20090317,997.0,997.0
26492,Blok,PB20090318-01,248.6,248.6
26493,Blok,PB20090318-04,30.0,30.0
26494,Blok,PB20090318-06,10.0,10.0
26495,Saatlik,PH20090318,1322.7,1322.7
26502,Blok,PB20090319-01,335.5,335.5
26503,Blok,PB20090319-02,2.0,2.0
26504,Saatlik,PH20090319,1324.4,1324.4
26512,Blok,PB20090320-01,371.8,371.8
26513,Saatlik,PH20090320,933.4,933.4
26519,Blok,PB20090321-01,284.9,284.9
26520,Blok,PB20090321-03,2.0,2.0
26521,Saatlik,PH20090321,1033.1,1033.1
26527,Blok,PB20090322-01,428.4,428.4
26528,Saatlik,PH20090322,545.3,545.3
26534,Blok,PB20090323-01,379.9,379.9
26535,Saatlik,PH20090323,491.0,491.0
26536,Blok,PB20090400-01,216.6,216.6
26537,Blok,PB20090400-03,20.0,20.0
26538,Blok,PB20090400-24,0.1,0.1
26539,Saatlik,PH20090400,98.0,98.0
26542,Blok,PB20090401-01,216.4,216.4
26543,Saatlik,PH20090401,108.0,108.0
26546,Blok,PB20090402-01,221.7,221.7
26547,Saatlik,PH20090402,113.9,113.9
26549,Blok,PB20090403-01,192.1,192.1
26550,Saatlik,PH20090403,129.5,129.5
26552,Blok,PB20090404-01,176.4,176.4
26553,Blok,PB20090404-07,0.7,0.7
26554,Saatlik,PH20090404,126.8,126.8
26557,Blok,PB20090405-01,156.1,156.1
26558,Saatlik,PH20090405,131.4,131.4
26561,Blok,PB20090406-01,154.8,154.8
26562,Saatlik,PH20090406,110.2,110.2
26565,Blok,PB20090407-01,222.9,222.9
26566,Blok,PB20090407-17,20.0,20.0
26567,Saatlik,PH20090407,71.6,71.6
26571,Blok,PB20090408-01,188.7,188.7
26572,Saatlik,PH20090408,79.2,79.2
26576,Blok,PB20090409-01,182.6,182.6
26577,Blok,PB20090409-03,10.0,10.0
26578,Saatlik,PH20090409,189.4,189.4
26583,Blok,PB20090410-01,193.9,193.9
26584,Saatlik,PH20090410,277.5,277.5
26588,Blok,PB20090411-01,266.4,266.4
26589,Blok,PB20090411-02,3.0,3.0
26590,Saatlik,PH20090411,314.9,314.9
26594,Blok,PB20090412-01,355.2,355.2
26595,Blok,PB20090412-07,10.0,10.0
26596,Saatlik,PH20090412,492.8,492.8
26600,Blok,PB20090413-01,319.5,319.5
26601,Saatlik,PH20090413,694.4,694.4
26605,Blok,PB20090414-01,347.0,347.0
26606,Blok,PB20090414-02,3.0,3.0
26607,Saatlik,PH20090414,862.0,862.0
26612,Blok,PB20090415-01,385.1,385.1
26613,Saatlik,PH20090415,893.8,893.8
26617,Blok,PB20090416-01,470.1,470.1
26618,Blok,PB20090416-02,4.0,4.0
26619,Blok,PB20090416-05,0.7,0.7
26620,Saatlik,PH20090416,838.6,838.6
26626,Blok,PB20090417-01,452.6,452.6
26627,Saatlik,PH20090417,779.4,779.4
26632,Blok,PB20090418-01,412.9,412.9
26633,Saatlik,PH20090418,655.7,655.7
26637,Blok,PB20090419-01,458.7,458.7
26638,Saatlik,PH20090419,757.1,757.1
26642,Blok,PB20090420-01,429.5,429.5
26643,Saatlik,PH20090420,907.9,907.9
26646,Blok,PB20090421-01,401.3,401.3
26647,Saatlik,PH20090421,833.2,833.2
26650,Blok,PB20090422-01,333.4,333.4
26651,Blok,PB20090422-02,3.0,3.0
26652,Saatlik,PH20090422,923.1,923.1
26656,Blok,PB20090423-01,319.3,319.3
26657,Saatlik,PH20090423,781.5,781.5
26658,Blok,PB20090500-01,219.5,219.5
26659,Blok,PB20090500-02,20.0,20.0
26660,Blok,PB20090500-24,80.1,80.1
26661,Saatlik,PH20090500,152.0,152.0
26664,Blok,PB20090501-01,312.0,312.0
26665,Saatlik,PH20090501,137.0,137.0
